RS;archive/general area;detail in general;loc;pt;depth;script;genre;date;scribe;origin;bibliography;museal sig;col
17.392;Royal Palace;Eastern archive;56;901;;a-ug;E;;;u;4.310;D 4725;
17.393;Royal Palace;Eastern archive;56;901;;s-ak;Le;;;;P4.226;D 4726;
17.427+17.394;Royal Palace;Eastern archive;56;901;;s-ak;LeI;;;;P4,220;D 4727;
17.395;Royal Palace;Eastern archive;56;901;;a-ug;E;;;u;4.311;D 4728;
17.397[A];Royal Palace;Eastern archive;56;901;0.30;a-ug;E;;;u;4.312;D -;
17.397[C];Royal Palace;Eastern archive;56;901;;a-;;;;;7.68;;
17.397[D];Royal Palace;Eastern archive;56;901;;a-;;;;;7.67;;
17.398;Royal Palace;Eastern archive;56;901;0.30;s-ak;Le;;;;P6,nll;D 4730;
17.399;Royal Palace;Eastern archive;56;901;;a-ug;E;;;u;4.313;D 4713;
17.422;Royal Palace;Eastern archive;56;901;2.10;s-ak;Le;;;h?;P4,223;D 4735;
17.423;Royal Palace;Eastern archive;56;901;;s-ak;LeI;Ib;;k;P4.193;D 4736;
17.425;Royal Palace;Eastern archive;56;901;;s-ak;LeI;;;uš;P4,218;D 4737;
17.426;Royal Palace;Eastern archive;56;901;;s-ak;J;;40;u;P6,n51;D 4738;
17.427A;Royal Palace;Eastern archive;56;901;;a-ug;;;;;frg-;;
17.427B;Royal Palace;Eastern archive;56;901;;a-ug;;;;;frg.;;
17.428;Royal Palace;Eastern archive;56;901;;s-ak;Le;;;;P6,n9;D 4739;*
17.429;Royal Palace;Eastern archive;56;901;;s-ak;LeI;;;h?;P4,227;D 4740;
17.430;Royal Palace;Eastern archive;56;901;;s-ak;E;;;u;P6,n83;D 4741;
17.431;Royal Palace;Eastern archive;56;901;;s-ak;E?;;;u;P6,n94;D 4742;
17.432;Royal Palace;Eastern archive;56;901;;s-ak;E;;;u;P6,n71;D 4743;
17.433;Royal Palace;Eastern archive;56;901;;s-ak?;;;;;;D -;
17.434;Royal Palace;Eastern archive;56;901;;a-ug;Le;;;;UF10,420;D4713;
17.434[A];Royal Palace;Eastern archive;56;901;;a-ug;;;;;ib.;D -;
17.434[B];Royal Palace;Eastern archive;56;901;;a-ug;;;;;ib.;D -;
17.435+17.436+17.437;Royal Palace;Eastern archive;56;901;;a-ug;LeI;Ph;;(h);2.36;D 4744;
17.438;Royal Palace;Eastern archive;56;901;;a-ug;Le;;;;2.37;D 4745;
17.438[A]+17.438[B];Royal Palace;Eastern archive;56;901;;;;;;;ftgs.;;
17.439;Royal Palace;Eastern archive;56;901;;a-ug;E;;;u;4.315;D 4746;
17.440;Royal Palace;Eastern archive;56;901;;a-ug;E;;;u;4.316;D 4747;
17.441;Royal Palace;Eastern archive;56;901;;a-ug;E;;;u;4.317;D 4748;
17.442;Royal Palace;Eastern archive;56;901;;a-ug;E;;;u;4.318;D 4749;
17.443;Royal Palace;Eastern archive;56;901;;a-ug;E;;;u;4.319;D 4750;
17.444;Royal Palace;Eastern archive;56;901;;a-ug;E;;;u;4.320;D 4751;
17.452;Royal Palace;Eastern archive;56;825;0.30;s-ak;Le;;;;P6,n5;;
17.453;Royal Palace;Eastern archive;56;827;0.20;s-ak;E/J?;;;u?;P6,nl8O;;
17.463;Royal Palace;Eastern archive;56;901;;s-ak;J;;;u;P6,nl82;;
17.463[A]+17.463[B];Royal Palace;Eastern archive;56;901;;;;;;;frgs.;;
17.[471A];Royal Palace;Eastern archive;56;901;;a-ug;E;;;u;4.252;D-;
17.471[B];Royal Palace;Eastern archive;56;901;;a-ug;E?;;;u;4.253;D-;
17.471[C];Royal Palace;Eastern archive;56;901;;a-ug;E;;;u;4.254;D-;
17.471[D];Royal Palace;Eastern archive;56;901;;a-;;;;;7.66;D-;
18.535;Royal Palace;Eastern archive;56;1521;;a-ug;E;;;u;4.592;D-;
15.129;Royal Palace;;57;142;0.40;a-ug;E;;;u;4.184;D 3997;
15.204;Royal Palace;;57;154;1.45;h-eg;;;;;;D 2572;
16.004;Royal Palace;;57(dump);230;1.75;a-ug;E;;;u;4.205;D 4223;
15.319;Royal Palace;;57, T. I;216 T.I;2.30;a-ug;E;;;u;4.202;D 4042;
14.023;Royal Palace;;6;106;3.45;a-ug;seal;;;u;6.17;D 2535;
16.005;Royal Palace;;62;322;1.05;a-ug;E;;;u;4.206;D 4224;
16.007+16.192;Royal Palace;;62;316|331;0.90|1.30;a-ug;E;;;u;4.208;D 4226|D 4297;
16.007[A]+16.007[B]+16.007[C]+16.007[D]+16.007[E]+16.007[F]+16.007[G];Royal Palace;;62;316;;;;;;;frgs.;—;
16.075;Royal Palace;;62;316;0.90;a-ug;E;;;u;4.210;D 4229;
16.117+16.078+16.109;Royal Palace;;62;290|356|360;2.70|2.90|3.40;a-ug;LeI;;;u;2,23|2.23;D 4230;
16.186;Royal Palace;;62;351;1.70;s-ak;J;[I]b;[];u;P3,168;D 4291;
16.205+16.192A;Royal Palace;;62;331|ib.;1.30;s-ak;J;A-2 ;48;u;P3,153;D 4298;
16.287;Royal Palace;;62;509;0.65;s-ak;J;;;u;P3,37;D 4359;
16.289B;Royal Palace;;62;513;;a-ug;;;;;;D -;
16.375A+16.375B+16.375C+16.375D+16.375E+16.375[F];Royal Palace;;62;347;;a-ug;;;;;frgs.;D -;
16.416;Royal Palace;;62;316;0.90;a-ug;E;;;u;4.248;;
16.416[bis];Royal Palace;;62;316;;s-su;M;;;u;P3,214;;
16.003;Royal Palace;Central archive;64;323;0.80;s-ak;LeI;A-2;;k;P3,3;D 4222;
16.111;Royal Palace;Central archive;64;379;2.78;s-ak;LeI;;;am?;P3,13;D 4235;
16.112;Royal Palace;Central archive;64;381;2.80;s-ak;LeI;A-2;;u;P3,4;D 4236;
16.115;Royal Palace;Central archive;64;350;2.15;a-ug;;;;;2 frgs.;—;
16.116;Royal Palace;Central archive;64;349;2.15;s-ak;LeI;;;;P3,10;D 4238;
16.125;Royal Palace;Central archive;64;344A;1.70;s-ak;tag;;;u;P3,187;D 4239;
16.126A;Royal Palace;Central archive;64;344A;;s-ak;tag;;;u;P3.188;D 4240;
16.126B+16.257+16.258+16.345;Royal Palace;Central archive;64;379|377|344A|381;1.70|2.78|2.80|2.65;s-ak;E;;;u;P3,199;D 4241;*
16.151;Royal Palace;Central archive;64;379;2.78;s-ak;tag;;;u;P3,188;D 4265;
16.153;Royal Palace;Central archive;64;379;;s-ak;J;A-2;;u;P3,146;D 4266;
16.187[A];Royal Palace;Central archive;64;350;2.15;s-ak;E;;;u;P3,207;D -;**
16.187[B];Royal Palace;Central archive;64;350;;s-ak;J;Ah/Np;;u;P3,91;D 4292;
16.187[C];Royal Palace;Central archive;64;350;;;;;;;P3,276;D -;
16.290;Royal Palace;Central archive;64;384;2.92;s-ak;tag;;;u;P3,188;D 4361;
16.291;Royal Palace;Central archive;64;384;;"s-ak;a-ug";E;;;u;P3,198;D 4362;**
16.349;Royal Palace;Central archive;64;500;2.35;;;;;;illegible;D -;
16.352A;Royal Palace;Central archive;64;341;1.30;a-ug;;;;;frg-;;
16.352B;Royal Palace;Central archive;64;332;1.20;a-;;;;;;;
16.359D+16.359A;Royal Palace;Central archive;64;ib.|503;2.90;s-ak;J?;;;u;P3,40|P3,39;D -;
16.359B;Royal Palace;Central archive;64;503;;s-ak;E;;;u;P3,198;D -;
16.359C;Royal Palace;Central archive;64;503;;s-ak;E;;;u;P3,209;D -;*
16.377;Royal Palace;Central archive;64;381;3.00;a-ug;;;;;;D -;
16.379;Royal Palace;Central archive;64;537;2.95;a-ug;Le;;;;2.30;D 4387;
16.038B+16.038C;Royal Palace;Central archive;64;537;;;;;;;frgs.;;
16.381A;Royal Palace;Central archive;64;338;1.20;a-ug;E;;;;frg.;D -;
16.381B;Royal Palace;Central archive;64;338;;a-ug;E;;;u;4.242;D -;
16.381[C];Royal Palace;Central archive;64;338;;;;;;;frg.;D -;
16.394;Royal Palace;Central archive;64;396;2.90;a-ug;Le;;;;2.31;D 4394;
16.395;Royal Palace;Central archive;64;537;2.95;a-ug;E;;;u;4.243;D 4395;
16.399;Royal Palace;Central archive;64;537;2.95;a-ug;E;;;u;4.247;D 4399;
16.400;Royal Palace;Central archive;64;537;;;tag;;;;;D 4400;
16.401;Royal Palace;Central archive;64;537 (ashes);;a-ug;Le;;;u;2.32;D 4401;
16.402+16.402A+16.402B;Royal Palace;Central archive;64;537|396;2.90;a-ug;Le;;;;7.64|7.65|2.33;D 4402;
16.114;Royal Palace;Central archive;64?;379bis;2.78;s-ak;J;;;u;P3,33;D 4237;*
16.364;Royal Palace;Central archive;65;559;2.90;"s-su-ak;s-su";Lu1 (obv.), Hh 11 (rev.);;;u;P3,213;D 4379;
16.373A;Royal Palace;Central archive;65;512;0.75;a-ug;E;;;u;4.237;D -;
16.373B;Royal Palace;Central archive;65;512;;a-ug;E;;;u;4.238;D -;
16.373[C];Royal Palace;Central archive;65;512;;a-ug;E;;;u;4.241;D -;
17.009;Royal Palace;Central archive;65;574;0.60;;;;;;P6,134;D -;
28.055;Royal Palace;Central archive;65;867;3.20;a-ug;E;;;u;4.749;D 6804;
28.056;Royal Palace;Central archive;65;867;;s-ak;J;;;u;;D 6805;
28.057A+28.057B;Royal Palace;Central archive;65;867;;;;;;;frgs.;D -;
17.008;Royal Palace;Central archive;66;573;0.55;a-ug;E;;;u;4.259;D 4517;
17.031=17.323;Royal Palace;Central archive;66;610;1.80;a-ug;E;;;u;4.296;D 4528;
17.071;Royal Palace;Central archive;66;852;3.10;a-ug;E;;;u;4.265;D 4552;
17.086+17.241;Royal Palace;Central archive;66;859|857;3.10|3.20;s-ak;J;Tar.;5;u;U5,nl59;D 4564;
17.102;Royal Palace;Central archive;66;860;3.20;s-ak;J;(Tar.;;u;U5,nl60;D 4570;
17.104;Royal Palace;Central archive;66;861;3.20;a-ug;E;;;u;4.268;D 4572;
17.104[A];Royal Palace;Central archive;66;861;;;;;;;;D -;
17.111;Royal Palace;Central archive;66;863;3.20;a-ug;E;;;u;4.270;D 4578;
17.115;Royal Palace;Central archive;66;863;3.20;a-ug;E;;;u;4.271;D 4581;
17.118;Royal Palace;Central archive;66;868;3.20;a-ug;E;;;u;4.272;D 4584;
17.122;Royal Palace;Central archive;66;863;3.20;;;;;;4.273;D -;
17.124;Royal Palace;Central archive;66;863;3.20;a-ug;E;;;u;4.274;D 4588;
17.140;Royal Palace;Central archive;66;863;3.20;a-ug;E;;;u;4.276;D 4601;
17.147;Royal Palace;Central archive;66;867;3.20;s-ak;J;A-2;;u;P6,n29 U3,78 ;D 4608 ;
17.236;Royal Palace;Central archive;66;867;3.20;a-ug;E;;;u;4.280;D 4628;
17.297;Royal Palace;Central archive;66;867;3.20;a-ug;E;;;u;4.290;D 4652;
17.297A;Royal Palace;Central archive;66;867;;a-ug;E;;;u;4.291;;
17.297[B];Royal Palace;Central archive;66;867;;;;;;;frg-;D -;
17.311;Royal Palace;Central archive;66;744;1.50;a-ug;E;;;u;4.294;D 4655;
17.325;Royal Palace;Central archive;66;856;3.10;s-ak;J;[Tar.] 10;;u;U5,nl61 U3,80 fl07;D 4667;
17.[468];Royal Palace;Central archive;66;796;3.10;a-ug;J?;;;u;3.6;D-;
17.[475A]+17.[475B]+17.[475C];Royal Palace;Central archive;66;864;3.20;a-;;;;;frgs.;D-;
17.023;Royal Palace;Central archive;66 ;588, (P2,85:538);1.40;a-ug;E;;;u;4.261;D 4524;
17.053=17.113;Royal Palace;Central archive;67;876;1.75;s-ak;J;Yaq;;u;P6,n25;D 4542;**
17.127;Royal Palace;Central archive;67;872;1.30;s-ak;J;;3[8]?;u;P6,n26;D -;
17.109;Royal Palace;Southern archive;68;1008;0.60;s-hi;Le(I);;;;U5,769;D 4576;
17.136;Royal Palace;Southern archive;68;1038;0.60;s-ak;E;;;u;P6,nll7 ;D 4598 ;**
17.145;Royal Palace;Southern archive;68;899;0.40;s-ak;JI;In;;k;P4,172 S31,pl.6/1;D 4606;
17.158;Royal Palace;Southern archive;68;1036;1.60;s-ak;JI;In;;k;P4,169 U3,26,29 f34,35;D 4618;
17.159;Royal Palace;Southern archive;68;1006;0.55;s-ak;JI;T-4 A-2;;h;P4,126 U3,14,17 f24-26;D 3566;
17.226;Royal Palace;Southern archive;68;1191;2.55;s-ak;JI;Tt/Ap;;k;P4.208 U3,29 f36,37;D 4619;
17.227;Royal Palace;Southern archive;68;1189;2.40;s-ak;T;S-l, N-2;;h;P4,40;D 4620;
17.228;Royal Palace;Southern archive;68;1167;2.00;s-ak;JI;Sgm, A-2;;am;P4,141;D 4621;
17.229;Royal Palace;Southern archive;68;1195;2.80;s-ak;JI;H-3;;h;P4,106;D 4622;
17.230;Royal Palace;Southern archive;68;1188;2.50;s-ak;T;In;;k;P4,153;D 4623;
17.234;Royal Palace;Southern archive;68;1179;2.10;s-ak;JI;[In];;k;P4,173;D 4626;
17.238;Royal Palace;Southern archive;68;1190;2.50;s-ak;T;H-3;;h;P4,107;D 4630;
17.243;Royal Palace;Southern archive;68;1191;2.50;s-ak;JI/T;;;;P6,n58;D 4634;
17.317;Royal Palace;Southern archive;68;1191;2.50;s-ak;JI;In;;k;P4,178;D 4660;
17.337;Royal Palace;Southern archive;68;1159;1.70;s-ak;JI;In;;k;P4,168;D 4678;
17.339[B];Royal Palace;Southern archive;68;1191;2.50;s-ak;;;;;P6,198 ;;
17.339[C];Royal Palace;Southern archive;68;1191;;s-ak;T;[M-2?];;h;P4,67;D 4680;
17.340;Royal Palace;Southern archive;68;1003;0.25;s-ak;T;S-l, N-2;;h;P4,48;D 4681;
17.344;Royal Palace;Southern archive;68;1195;2.80;s-ak;T;[M-2], Np;;h;P4,76;D 4683;
17.346;Royal Palace;Southern archive;68;1196;2.70;s-ak;JI;In;;k;P4,176;D 4685;
17.352;Royal Palace;Southern archive;68;1172;2.10;s-ak;JI;In;;k;P4,121;D 4688;
17.356;Royal Palace;Southern archive;68;1223;2.10;s-ak;J;;24;u;P6,n38;D 4692;**
17.360;Royal Palace;Southern archive;68;1215;3.30;s-ak;J;;29;u;P6,n40;D 4694;
17.360C;Royal Palace;Southern archive;68;1215;;a-ug;E;;;u;4.300;D 4696;
17.360[F];Royal Palace;Southern archive;68;1215;;;;;;;P6,134;;
17.361A;Royal Palace;Southern archive;68;1207;3.40;s-ak;tag;;;u;P6,n76(!);D 4697;
17.361B;Royal Palace;Southern archive;68;1207;;a-ug;tag;;;u;6.27;D 4698;
17.361C;Royal Palace;Southern archive;68;1207;;a-ug;tag;;;u;6.28;D 4699;
17.364;Royal Palace;Southern archive;68;1207;3.40;a-ug;tag;;;u;6.29;D 4702;
17.369;Royal Palace;Southern archive;68;1217;3.40;s-ak;T;S-l, N-2;;h;P4,52;D 4707;
17.369B;Royal Palace;Southern archive;68;1217;;;;;;;;D 4709;
17.369C;Royal Palace;Southern archive;68;1217;;a-ug;E;;;u;4.301;D 4710;
17.370[B]+17.370[A];Royal Palace;Southern archive;68;1220;3.40;a-ug;E;;;u;4.303|4.302;;
17.370[C];Royal Palace;Southern archive;68;1220;;a-ug;E;;;u;4.304;;
17.370[D];Royal Palace;Southern archive;68;1220;;a-ug;E;;;u;4.305;;
17.370[E];Royal Palace;Southern archive;68;1220;;a-;;;;;frg.;;
17.373;Royal Palace;Southern archive;68;1042;1.70;s-ak;T;S-l, N-2;;h;P4,40;D4712;
17.375A;Royal Palace;Southern archive;68;1220;3.40;a-ug;E;;;u;4.306;D -;
17.375B;Royal Palace;Southern archive;68;1220;;a-ug;;;;;;;
22.001;North East of the tell;;TTE;2358;0.65;a-ug;Sch;;;u;5.18;D 5773;
22.002;North East of the tell;;TTE;2376;1.90;s-ak;J;;;u;;D 5774;**
22.004;North East of the tell;;TTE;2420;1.20;a-ug;E;;;u;4.711;D 5776;
22.005;North East of the tell;;TTE;2318;1.00;s-ak?;?;;;;;D 5777;
22.007;North East of the tell;;TTE;2377;1.90;s-ak;tag;;;u;TEO l,f36a;D 5779;**
22.008;North East of the tell;;TTE;2434;1.50;a-ug;E;;;u;4.712;D 5780;
22.030;North East of the tell;;TTE;2377;1.90;s-ak;tag;;;u;A10,f3;D 5781;
22.031;North East of the tell;;TTE;2377;;s-ak;tag;;;u;ib.?;D 5782;
22.032;North East of the tell;;TTE;2377;;s-ak;tag;;;u;ib.;D 5783;
22.079;North East of the tell;;TTE;2350;0.30-0.60;h-eg;ivo;;;;;D 2732;
22.224;North East of the tell;;TTE;2376;1.90;s-ak;J;;[ ];u;;D -;
22.234;North East of the tell;;TTE;2388;;;scarab;;;;;;
22.238;North East of the tell;;TTE;2337;1.20;;scarab;;;;;D 2736;
22.413;North East of the tell;;TTE;2376;1.90;a-ug;E;;;u;4.718;D 5834;
27.302;;;Tr.441W;;2.30;mark;po;;;;;;
27.234;;;Tr.341W;;2.25;mark;P°;;;;;;
14.---;;;Tr.(niv.II);;;h-eg;sta;12-dyn;;;S28,20;;
9.479A;Northwest of the tell;;TR;;1.70;a-ug;Le;;;;2.12;A 2761;
6.021;Temple of Dagan;;Temple II (courtyard);715;1.20;a-ug;stele;Taryelli;;u;6.13;AO 19.931;
6.028;Temple of Dagan;;Temple II (courtyard);716;2.00;a-ug;stele;;;u;6.14;A 4623;
2.[033]+1.[089]+5.183;Temple of Baal;;Temple I|Acr.|Temple I;;;h-eg;relief;19dyn?;;e?;S12,10;AO 13.176;
4.416;Temple of Baal;;Temple I, (courtyard);;1.40;h-eg;sta;Amt-3;;e;814,120;D 30;
4.449;Temple of Baal;;Temple I, (courtyard);;1.00;s-ak;LeI;Ib?;;m?;D23-;A 2734;
4.458;Temple of Baal;;Temple I, (courtyard);;1.20;s-ak;sta;;;;814,120';;
1.[090];Temple of Baal;;Temple I;;h-eg;;;;;;S 10,294, pl.59/4;;
1.[091];Temple of Baal;;Temple I;;h-eg;;;;;;;;
2.[034];Temple of Baal;;Temple I;;;h-eg;relief;;;;S12,pl.l3/3;AO &AO 871;
20.095;;;T.VII;1924;;s-ak;Le;;;;U5,n65;D 5291;
20.177+21.210;;;T.VIB;ib.|1900;;s-su;SaS;;;u;U5,lll|U5,nll0;D -|D 5349;
21.183;;;T.VIB;;;s-ak;LeI;;;;U5,n41;D 5569;
21.220;;;T.VIB;1900;;s-su;Hh 2;;;u;;D -;
21.054A;;;T.VIA;1900;;s-su;Hh 8-;;;u;;D -;
21.054B;;;T.VIA;1900;;s-ak;Le;;;;U5,n66;D -;
21.054D;;;T.VIA;1900;;s-su;Hh 3-;;;u;;D -;
21.221;;;T.VI;1900;;s-su;Hh 5-;;;u;;D -;
9.441;;;T.LIII (upper level);;;h-eg;sca;Am-3;;e;S19,211;AO 19.303;
9.442;;;T.LIII (upper level);;;h-eg;sca;18dyn;;e;ib.;AO 19.305;
9.440;;;T.LIII (lower level);;;h-eg;sca;Hyks;;e;S19,213;;
9.443;;;T.LIII (lower level);;;h-eg;sca;Hyks;;e;S19,213;AO 19.306;
20.247;;;T.IV;;;a-ug;E;;;u;4.700;D 5409;
20.248;;;T.IV;;;s-ak;Le;;;;U5,n59 484;D 5410;
20.409;;;T.I, QR;;;h-eg;scarab;;;;;D -;
21.199;House of Yabninu;;T.I(PS)213;;;s-ak;E;;;u;P6,nl68;D 5572;*
21.200;House of Yabninu;;T.I(PS)213;;;s-ak;E;;;u;P6,nl43;D -;
21.201;House of Yabninu;;T.I(PS)213;;;s-ak;Le;;;;P6,n20;D 5573;
21.202;House of Yabninu;;T.I(PS)213;;;s-ak;E;;;u;P6,nl75;D 5574;
21.203;House of Yabninu;;T.I(PS)213;;;s-ak;E;;;u;P6,nl22;D 5575;
21.310;House of Yabninu;;T.I(PS)213;;;h-eg;Vase;;;;;D 5665;
29.---;Residential District;;T., S of Rap;4698;;a-ug;po;(I/3);;u;U7,336/1;;
24.078;South City;;T.(324W,VS!);3363;;a-ug;E;;;u;4.726;D -;
24.132;South City;;T. (VS);3455;;a-;;;;;;D 6686;
25.455D+25.446+25.526E;;;T. (4.24W);ib.|5089;1.50;s-su;uai;;49;u;AS16.29|AS 16,29;D 6737|D 6770;**
24.007;South City;;T. (324W.VS!);3363;;h-hi;seal;;;;A13,127;D 2784;
8.098;Acropolis;;SW of Temple I;;2.00;s-ak;J;[A-2];;u;P3,129;AO 19.953;*
6.345;;;SW of tell, surface;;;s-ak;E;;;u;S16,194-;;
7.001;;;SW of tell;;;s-ak;D (izbu);;;u?;;AO 18.892;*
27.053;;;SW of PS;;surf;s-ak;J;;;u;P6,n53;D 6796;**
23.450;South City;;SW of MT;2977;1.20;;scarab;;;;;D 2821;
23.451;South City;;SW of MT;2952;0.50;;scarab;;;;;D 2822;
2.[004];;;surface;;;a-ug;Lit;;;u;1.17;AO 17.324;
20.002;;;surf.;;;a-ug;E;;;u;4.687;D 5265;
17.375C;Royal Palace;Southern archive;68;1220;;;;;;;;;
12.017;;;Str. (near 15);7;1.40;a-ug;E;;;u;4.112;D 3679;
3.336;;;Sond.l, (niv.2)?;350;1.10;h-eg;sta;12dyn;;e;313,20;A 4417;
7.174;;;Sond. (niv.2);;1.40;s-ak;seal;;;;817,124;;
7.119;;;Sond,;;1.10;a-;;;;;?;;
13.004;;;Slope W.;2;0.50;a-ug;tag;;;u;6.16;D 3702;
13.052;;;Slope W.;dump;;;scarab;;;;;D 2533;
13.013;;;Slope 9 W.;;0.30;a-;;;;;8.8;D 3697;
13.013bis;;;Slope 9 W.;;;a-ug;E;;;u;4.6;AO 25.169;
9.292;Hurrian Temple;;SH;;2.10;h-eg;sca;Hyks;;e;UI,126-;AO 19.287;
9.296;Hurrian Temple;;SH;;;h-eg;sca;Hyks;;e;ib.;AO 19.299;
9.462A;Hurrian Temple;;SH;;1.40;h-eg;sca;Hyks;;e;UI,126-;AO 19.295;
9.463;Hurrian Temple;;SH;;1.40;h-eg;sca;Hyks;;e;ib.;;
9.465;Hurrian Temple;;SH;;1.40;h-eg;sca;Hyks;;e;ib.;;
9.466;Hurrian Temple;;SH;;1.40;h-eg;sca;Tm-4;;e;TEO l,fl7c;AO 19.298;
24.153;South Acropolis;;SE of PH11(T.;3464;;;scarab;;;;;D 2882;
25.191;South Acropolis;;SE of PH;5020;1.10;h-eg?;scarab;;;;;D 2951;
14.128+25.128+26.154;House of the Hurrian Priest;;SA|(6.24 W)|PH3;277|3971 (on pavement)|4262;0.50|0.30|surf;s-su;SaS;;;u;Af021,134|Al,16;D 6687;
25.192;;;SA,T.;;;h-eg;scarab;;;;;D 2950;
26.280;;;SA,T.;4253;3.00;h-eg;wgt;;;;;;
24.309A(+)24.309B;;;SA;3531;2.00;s-su;G;;;u;U5.nl 23;D 6637;
24.369;;;SA;3657;2.00;h-eg;scarab;;;;;D 2880;
26.237;;;SA;4389;0.80;;;;;;;D 2989;
27.317;;;SA;4351;1.00;a-p;po;;;;;D 7275;
32.127;;;SA;5336;0.40;s-ak;;;;;;M 8582;
32.200;;;SA;5396;1.20;s-ak;Hh 18-;;;;;M 8583;
5.144+4.466+4.466A+5.144A;Acropolis;;S.of GP|Acr.;400;0.90;h-eg;sta;;;e;S15,131-;AO 15.720;
21.184A;;;S. part of PC;;;a-ug;E;;;u;4.707;D 5570;
21.184B;;;S. part of PC;;;a-ug;E;;;u;4.708;D 5571;
7.085;Acropolis;;S. of GP;;1.70;h-hi?;seal;;;;S52,f21;AO 18.558;
7.088;Acropolis;;S. of GP;;0.50;a-;seal;;;;;AO 18.576;
8.272=8.252;Acropolis;;S. of GP;;1.50;a-ug-ak;E;;;u;4.38;A 2828;
20.009;Residential District;;S of Ršp;1753;0.90;a-ug;E;;;u;4.690;D 5272;
22.232;;;S of MT;2499;1.00;s-ak;Le?;;;;;D 5803;
22.235;;;S of MT;2651;0.40;;scarab;;;;;;
23.721A;;;S of MT;3112;2.20;a-;;;;;8.13;D -;
23.721[C];;;S of MT;3112;;;;;;;frgs.;D -;
25.250;;;S of Lam;5085;;h-eg;scarab;;;;;D 2949;
13.005;;;S of 3;3;2.00;a-ug;E;;;u;4.120;D 3693;
3.372;;;Rue;344;0.80;a-hu;Rel;;;u;1.64;AO 19.964;
17.022+17.087;Residential District;;Ršp|L;577|845;0.15-|surf;s-ak;J;;29;u;U5,n5;D 4523;
17.006;Residential District;;Ršp/L?;570;surf;s-cy;;;;;A3,121-;D 4515;
17.120;House of Rašapabu;;Ršp, (under stairs);1086;2.00;a-ug;Med;;;u;1.85;D 4585;
17.020;House of Rašapabu;;Ršp;591;surf;s-ak;J;;;u;U5,n4;D 4521;
17.021;House of Rašapabu;;Ršp;575;0.10;s-ak;J;;;u;U5,n2;D 4522;
17.029;House of Rašapabu;;Ršp;721;2.90;a-ug;E;;;u;4.262;D 4526;
17.030;House of Rašapabu;;Ršp;747;2.10;s-su;Lex;;;;frg.;D 4527;
17.033=17.070;House of Rašapabu;;Ršp;840;surf;s-ak;J;;;u;U5,n3;D 4529;**
17.036;House of Rašapabu;;Ršp;712;0.30;s-ak;J;;23;u;U5,n7;D 4532;
17.038;House of Rašapabu;;Ršp;696;surf;s-ak;J;;;u;U5,n8;D 4534;*
17.061;House of Rašapabu;;Ršp;813;1.10;s-ak;J;;21;u;U5,n9;D 4543;
17.063;House of Rašapabu;;Ršp;773;1.20;a-ug;Sch;;;;5.10;D 4545;
17.065;House of Rašapabu;;Ršp;836;0.80;s-ak;J;N-[2];;u;U5,nl;D 4547;*
17.067;House of Rašapabu;;Ršp;761;0.30;s-ak;J;;21;u;U5,nl0;D 4549;
17.082;House of Rašapabu;;Ršp;799;0.60;s-ak;JI;[T-4];;h?;P4,147;D 4561;
17.117;House of Rašapabu;;Ršp;844;1.50;a-ug;Sch;;;u;5.11;D 4583;
17.149;House of Rašapabu;;Ršp;904;1.80;s-ak;J;;29;u;U5,n6 612 f4,4A;D 4610;**
17.150+17.034;House of Rašapabu;;Ršp;1095|751;1.50|2.10;s-ak;E;;;u;U5,nl2;D 4530;
17.326;House of Rašapabu;;Ršp;980;0.60;a-ug;E;;;u;4.297;D 4668 ;
17.328;House of Rašapabu;;Ršp;981;0.60;s-ak;E;;;u;U5,nl4bis 638 f20 P6,nl23;D 4670;
17.336;House of Rašapabu;;Ršp;1095;1.50;s-su-ak;Hh 11-;;;u;M7,122 (RS);D 4677;**
17.465;House of Rašapabu;;Ršp;1081;1.80;s-ak;E;;;u;U5,nl3;;
17.[472];House of Rašapabu;;Ršp;944;1.00;a-ug;E;;;u;4.255;D-;
20.012;House of Rapanu;;Rapl8;1804;0.70;s-ak;E;;;u;U5,n96;D 5275;**
20.239;House of Rapanu;;Rapl/5;1791, 1866;1.40;s-ak;Le;;;;U5,n52;D 5403;
20.200A;House of Rapanu;;Rap9;1872;0.50;s-ak;Le;;;;U5,n78;D 5370;
20.200B;House of Rapanu;;Rap9;1872;;s-ak;LeI;;;q;U5,n40;D -;
20.200C;House of Rapanu;;Rap9;1872;;s-ak;LeI;A-2?;;u;U5,n29;D -;
21.003A+20.200D;House of Rapanu;;Rap9;1872;;s-su;Hh 2;;;u;;D -;**
20.207A;House of Rapanu;;Rap9;1872;0.50;s-ak;E;;;u;U5,nl02;D 5376;
20.207B;House of Rapanu;;Rap9;1872;;s-su;Hh 11-;;;u;;D 5377;
20.024;House of Rapanu;;Rap8;1883;1.00;s-ak;G;;;u;U5,nl8;D 5287;
20.125+20.154;House of Rapanu;;Rap7|Rap8;1883|1848;1.00|1.70;s-su;Sal;;;u;AS 16,29;D 5296;**
20.181+20.143D+20.198A+20.181,10;House of Rapanu;;Rap7|Rap6;ib.|1821|1848;1.00|1.70;s-su|s-su-ak;Hh 11-;;;u;;D -;
20.181B+20.170B+20.187A+20.201B+181B;House of Rapanu;;Rap7|Rap5;1829|1855;1.50;s-su;Hh 5-;;;u;;D -|D 5361|D --;**
